time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.76999931412e-08,-1e+300,1.36423250782e-23,3.43878343177e-25,(1.99489792937e-11 7.87282941464e-28 -2.25466057336e-13)
1.77999955577e-08,-1e+300,1.3612431126e-23,3.43926212375e-25,(1.99377909203e-11 8.45038097871e-28 -2.22181729361e-13)
1.79000042048e-08,-1e+300,1.35844445119e-23,3.43878831524e-25,(1.99464240075e-11 9.39954145981e-28 -2.20253184436e-13)
1.80000069366e-08,-1e+300,1.35590657371e-23,3.4405433163899998e-25,(1.99536076007e-11 1.01874823741e-27 -2.21832360411e-13)
1.81000010032e-08,-1e+300,1.35339098334e-23,3.4415885954499997e-25,(1.99474493679e-11 1.08524507925e-27 -2.19575836983e-13)
1.82000075955e-08,-1e+300,1.3503175797300002e-23,3.44222179991e-25,(1.99432797818e-11 1.18268356554e-27 -2.1624534673e-13)
1.83000048789e-08,-1e+300,1.34773012827e-23,3.44224152699e-25,(1.995612998e-11 1.24379420594e-27 -2.17736110487e-13)
1.83999980479e-08,-1e+300,1.34550265373e-23,3.44338827808e-25,(1.99554846925e-11 1.2550895064e-27 -2.16684833724e-13)
1.8500007267e-08,-1e+300,1.34239222772e-23,3.44302184678e-25,(1.99414601457e-11 1.29567042159e-27 -2.12889304406e-13)
1.86000071127e-08,-1e+300,1.3399374773400002e-23,3.44442582086e-25,(1.99562675741e-11 1.30858832173e-27 -2.12284340402e-13)
1.86999978202e-08,-1e+300,1.33754289101e-23,3.4452237754199997e-25,(1.99608383867e-11 1.37493727685e-27 -2.13429157743e-13)
1.88000040751e-08,-1e+300,1.33495371631e-23,3.444576218e-25,(1.99527903262e-11 1.366150054e-27 -2.1082864144e-13)
1.88999961127e-08,-1e+300,1.3321714758200002e-23,3.44473749847e-25,(1.99550134111e-11 1.34906715311e-27 -2.08161206941e-13)
1.8999999304e-08,-1e+300,1.3295634322200002e-23,3.44657929413e-25,(1.99636760401e-11 1.2206687512e-27 -2.09743736273e-13)
1.91000021417e-08,-1e+300,1.32738451646e-23,3.44789381828e-25,(1.9960625617e-11 1.19247938709e-27 -2.0820802996e-13)
